member_id,membership,reward_discount,member_discount,added_prime_discount
1062,gold,5%,10%,-
1062,gold,5%,10%,-
1062,gold,5%,10%,-
1062,gold,10%,10%,-
1062,gold,10%,10%,-
1062,gold,10%,10%,-
1062,gold,15%,10%,-
1062,gold,5%,10%,-
1062,gold,5%,10%,-
1062,gold,10%,10%,-
1062,gold,10%,10%,-
1062,gold,5%,10%,-
1062,gold,5%,10%,-
1062,gold,10%,10%,-
1062,gold,10%,10%,-
1062,gold,10%,10%,-
1062,gold,5%,10%,-
1062,gold,5%,10%,-
1062,gold,10%,10%,-
1062,gold,5%,10%,-
1062,gold,5%,10%,-
1062,gold,10%,10%,-
1062,gold,10%,10%,-
1062,gold,5%,10%,-
1062,gold,5%,10%,-
1062,gold,5%,10%,-
1062,gold,5%,10%,-
1062,gold,10%,10%,-
1062,gold,5%,10%,-
1062,gold,5%,10%,-
1062,gold,15%,10%,-
1062,gold,5%,10%,-
1062,gold,5%,10%,-
1062,gold,-,10%,-
1062,gold,10%,10%,-
1062,gold,5%,10%,-
1062,gold,5%,10%,-
1062,gold,10%,10%,-
1062,gold,5%,10%,-
1062,gold,5%,10%,-
1062,gold,5%,10%,-
1062,gold,5%,10%,-
1062,gold,10%,10%,-
1062,gold,-,10%,-
1062,gold,10%,10%,-
1062,gold,10%,10%,-
1062,gold,5%,10%,-
1062,gold,5%,10%,-
1062,gold,5%,10%,-
1062,gold,-,10%,-
1062,gold,-,10%,-
1062,gold,-,10%,-
1062,gold,-,10%,-
1062,gold,5%,10%,-
1063,gold,-,10%,-
1063,gold,-,10%,-
1063,gold,5%,10%,-
1063,gold,5%,10%,-
1063,gold,5%,10%,-
1063,gold,10%,10%,-
1063,gold,5%,10%,-
1063,gold,5%,10%,-
1063,gold,5%,10%,-
1063,gold,5%,10%,-
1063,gold,5%,10%,-
1063,gold,5%,10%,-
1063,gold,10%,10%,-
1063,gold,5%,10%,-
1063,gold,5%,10%,-
1063,gold,5%,10%,-
1063,gold,5%,10%,-
1063,gold,5%,10%,-
1063,gold,5%,10%,-
1063,gold,5%,10%,-
1063,gold,10%,10%,-
1063,gold,-,10%,-
1063,gold,5%,10%,-
1063,gold,5%,10%,-
1063,gold,10%,10%,-
1063,gold,5%,10%,-
1063,gold,5%,10%,-
1063,gold,-,10%,-
1063,gold,5%,10%,-
1063,gold,-,10%,-
1063,gold,5%,10%,-
1063,gold,-,10%,-
1063,gold,-,10%,-
1063,gold,-,10%,-
1063,gold,-,10%,-
1063,gold,-,10%,-
1063,gold,-,10%,-
1063,gold,5%,10%,-
1063,gold,15%,10%,-
1063,gold,10%,10%,-
1063,gold,5%,10%,-
1063,gold,15%,10%,-
1063,gold,5%,10%,-
1063,gold,15%,10%,-
1063,gold,-,10%,-
1063,gold,10%,10%,-
1063,gold,5%,10%,-
1063,gold,5%,10%,-
1063,gold,-,10%,-
1063,gold,10%,10%,-
1063,gold,10%,10%,-
1063,gold,5%,10%,-
1063,gold,10%,10%,-
1063,gold,5%,10%,-
1063,gold,5%,10%,-
1063,gold,5%,10%,-
1063,gold,5%,10%,-
1063,gold,10%,10%,-
1063,gold,5%,10%,-
1063,gold,5%,10%,-
1063,gold,5%,10%,-
1063,gold,-,10%,-
1063,gold,10%,10%,-
1063,gold,5%,10%,-
1063,gold,10%,10%,-
1063,gold,-,10%,-
1063,gold,5%,10%,-
1063,gold,5%,10%,-
1063,gold,10%,10%,-
1063,gold,5%,10%,-
1063,gold,5%,10%,-
1063,gold,10%,10%,-
1063,gold,5%,10%,-
1063,gold,5%,10%,-
1063,gold,5%,10%,-
1063,gold,5%,10%,-
1063,gold,10%,10%,-
1063,gold,5%,10%,-
1063,gold,10%,10%,-
1063,gold,5%,10%,-
1063,gold,10%,10%,-
1063,gold,10%,10%,-
1063,gold,5%,10%,-
1063,gold,-,10%,-
1063,gold,-,10%,-
1063,gold,5%,10%,-
1063,gold,15%,10%,-
1063,gold,5%,10%,-
1063,gold,5%,10%,-
1063,gold,10%,10%,-
1063,gold,10%,10%,-
1063,gold,5%,10%,-
1063,gold,10%,10%,-
1063,gold,-,10%,-
1063,gold,5%,10%,-
1063,gold,10%,10%,-
1063,gold,5%,10%,-
1063,gold,5%,10%,-
1063,gold,5%,10%,-
1064,gold,10%,10%,-
1064,gold,5%,10%,-
1064,gold,5%,10%,-
1064,gold,5%,10%,-
1064,gold,5%,10%,-
1064,gold,10%,10%,-
1064,gold,5%,10%,-
1064,gold,10%,10%,-
1064,gold,5%,10%,-
1064,gold,15%,10%,-
1064,gold,5%,10%,-
1064,gold,5%,10%,-
1064,gold,5%,10%,-
1064,gold,5%,10%,-
1064,gold,5%,10%,-
1064,gold,15%,10%,-
1064,gold,10%,10%,-
1064,gold,5%,10%,-
1064,gold,10%,10%,-
1064,gold,-,10%,-
1064,gold,5%,10%,-
1064,gold,5%,10%,-
1064,gold,-,10%,-
1064,gold,-,10%,-
1064,gold,10%,10%,-
1064,gold,5%,10%,-
1064,gold,-,10%,-
1064,gold,5%,10%,-
1064,gold,5%,10%,-
1064,gold,5%,10%,-
1064,gold,10%,10%,-
1064,gold,10%,10%,-
1064,gold,5%,10%,-
1064,gold,5%,10%,-
1064,gold,-,10%,-
1064,gold,10%,10%,-
1064,gold,10%,10%,-
1064,gold,5%,10%,-
1064,gold,5%,10%,-
1064,gold,10%,10%,-
1064,gold,10%,10%,-
1064,gold,5%,10%,-
1064,gold,5%,10%,-
1064,gold,5%,10%,-
1064,gold,5%,10%,-
1064,gold,-,10%,-
1064,gold,15%,10%,-
1064,gold,5%,10%,-
1064,gold,5%,10%,-
1064,gold,5%,10%,-
1064,gold,5%,10%,-
1064,gold,5%,10%,-
1064,gold,5%,10%,-
1064,gold,5%,10%,-
1064,gold,10%,10%,-
1064,gold,5%,10%,-
1064,gold,5%,10%,-
1064,gold,5%,10%,-
1064,gold,10%,10%,-
1064,gold,5%,10%,-
1064,gold,5%,10%,-
1064,gold,10%,10%,-
1064,gold,5%,10%,-
1064,gold,5%,10%,-
1064,gold,-,10%,-
1064,gold,-,10%,-
1064,gold,10%,10%,-
1064,gold,5%,10%,-
1064,gold,10%,10%,-
1064,gold,5%,10%,-
1064,gold,15%,10%,-
1064,gold,10%,10%,-
1064,gold,5%,10%,-
1064,gold,5%,10%,-
1064,gold,5%,10%,-
1064,gold,5%,10%,-
1064,gold,10%,10%,-
1064,gold,10%,10%,-
1064,gold,10%,10%,-
1064,gold,5%,10%,-
1064,gold,10%,10%,-
1064,gold,5%,10%,-
1064,gold,5%,10%,-
1064,gold,5%,10%,-
1064,gold,5%,10%,-
1064,gold,5%,10%,-
1064,gold,5%,10%,-
1064,gold,5%,10%,-
1064,gold,5%,10%,-
1064,gold,5%,10%,-
1064,gold,10%,10%,-
1064,gold,5%,10%,-
1064,gold,5%,10%,-
1064,gold,5%,10%,-
1064,gold,-,10%,-
1064,gold,-,10%,-
1065,gold,10%,10%,-
1065,gold,5%,10%,-
1065,gold,15%,10%,-
1065,gold,5%,10%,-
1065,gold,10%,10%,-
1065,gold,-,10%,-
1065,gold,10%,10%,-
1065,gold,5%,10%,-
1065,gold,15%,10%,-
1065,gold,-,10%,-
1065,gold,5%,10%,-
1065,gold,10%,10%,-
1065,gold,10%,10%,-
1065,gold,5%,10%,-
1065,gold,5%,10%,-
1065,gold,-,10%,-
1065,gold,5%,10%,-
1065,gold,5%,10%,-
1065,gold,5%,10%,-
1065,gold,5%,10%,-
1065,gold,10%,10%,-
1065,gold,5%,10%,-
1065,gold,-,10%,-
1065,gold,5%,10%,-
1065,gold,5%,10%,-
1065,gold,10%,10%,-
1065,gold,5%,10%,-
1065,gold,-,10%,-
1065,gold,5%,10%,-
1065,gold,-,10%,-
1065,gold,5%,10%,-
1065,gold,-,10%,-
1065,gold,10%,10%,-
1065,gold,5%,10%,-
1065,gold,-,10%,-
1065,gold,-,10%,-
1065,gold,-,10%,-
1065,gold,5%,10%,-
1065,gold,-,10%,-
1065,gold,5%,10%,-
1065,gold,5%,10%,-
1065,gold,5%,10%,-
1065,gold,5%,10%,-
1065,gold,5%,10%,-
1065,gold,5%,10%,-
1065,gold,5%,10%,-
1065,gold,-,10%,-
1065,gold,5%,10%,-
1065,gold,-,10%,-
1065,gold,-,10%,-
1065,gold,-,10%,-
1065,gold,10%,10%,-
1065,gold,10%,10%,-
1065,gold,10%,10%,-
1065,gold,15%,10%,-
1065,gold,5%,10%,-
1065,gold,5%,10%,-
1065,gold,5%,10%,-
1065,gold,10%,10%,-
1065,gold,5%,10%,-
1065,gold,5%,10%,-
1065,gold,10%,10%,-
1065,gold,15%,10%,-
1065,gold,5%,10%,-
1065,gold,5%,10%,-
1065,gold,5%,10%,-
1065,gold,10%,10%,-
1065,gold,10%,10%,-
1065,gold,10%,10%,-
1065,gold,10%,10%,-
1065,gold,10%,10%,-
1065,gold,5%,10%,-
1065,gold,5%,10%,-
1065,gold,5%,10%,-
1065,gold,10%,10%,-
1065,gold,10%,10%,-
1065,gold,5%,10%,-
1065,gold,10%,10%,-
1065,gold,5%,10%,-
1065,gold,10%,10%,-
1065,gold,-,10%,-
1065,gold,5%,10%,-
1065,gold,5%,10%,-
1065,gold,10%,10%,-
1065,gold,5%,10%,-
1065,gold,5%,10%,-
1065,gold,10%,10%,-
1065,gold,-,10%,-
1065,gold,5%,10%,-
1065,gold,5%,10%,-
1065,gold,5%,10%,-
1065,gold,5%,10%,-
1065,gold,5%,10%,-
1065,gold,5%,10%,-
1065,gold,5%,10%,-
1065,gold,5%,10%,-
1065,gold,5%,10%,-
1065,gold,10%,10%,-
1065,gold,5%,10%,-
1066,silver,-,5%,-
1066,silver,10%,5%,-
1066,silver,-,5%,-
1066,silver,5%,5%,-
1066,silver,10%,5%,-
1066,silver,10%,5%,-
1066,silver,10%,5%,-
1066,silver,-,5%,-
1066,silver,-,5%,-
1066,silver,5%,5%,-
1066,silver,15%,5%,-
1066,silver,-,5%,-
1066,silver,10%,5%,-
1066,silver,10%,5%,-
1066,silver,10%,5%,-
1066,silver,10%,5%,-
1066,silver,10%,5%,-
1066,silver,-,5%,-
1066,silver,5%,5%,-
1066,silver,5%,5%,-
1066,silver,10%,5%,-
1066,silver,5%,5%,-
1066,silver,5%,5%,-
1066,silver,5%,5%,-
1066,silver,10%,5%,-
1066,silver,10%,5%,-
1066,silver,10%,5%,-
1066,silver,5%,5%,-
1066,silver,10%,5%,-
1066,silver,10%,5%,-
1066,silver,5%,5%,-
1066,silver,5%,5%,-
1066,silver,-,5%,-
1066,silver,-,5%,-
1066,silver,10%,5%,-
1066,silver,5%,5%,-
1066,silver,5%,5%,-
1066,silver,5%,5%,-
1066,silver,5%,5%,-
1066,silver,5%,5%,-
1066,silver,5%,5%,-
1066,silver,10%,5%,-
1066,silver,10%,5%,-
1066,silver,5%,5%,-
1066,silver,15%,5%,-
1066,silver,-,5%,-
1066,silver,5%,5%,-
1066,silver,5%,5%,-
1066,silver,-,5%,-
1066,silver,5%,5%,-
1066,silver,-,5%,-
1066,silver,-,5%,-
1066,silver,5%,5%,-
1066,silver,10%,5%,-
1066,silver,-,5%,-
1066,silver,5%,5%,-
1066,silver,-,5%,-
1066,silver,10%,5%,-
1066,silver,5%,5%,-
1066,silver,5%,5%,-
1066,silver,10%,5%,-
1066,silver,5%,5%,-
1066,silver,5%,5%,-
1066,silver,5%,5%,-
1066,silver,-,5%,-
1066,silver,5%,5%,-
1066,silver,5%,5%,-
1066,silver,5%,5%,-
1066,silver,5%,5%,-
1066,silver,5%,5%,-
1066,silver,-,5%,-
1066,silver,-,5%,-
1066,silver,-,5%,-
1066,silver,-,5%,-
1066,silver,-,5%,-
1066,silver,-,5%,-
1066,silver,5%,5%,-
1066,silver,-,5%,-
1066,silver,-,5%,-
1066,silver,5%,5%,-
1066,silver,-,5%,-
1066,silver,5%,5%,-
1066,silver,-,5%,-
1066,silver,-,5%,-
1066,silver,-,5%,-
1066,silver,-,5%,-
1066,silver,5%,5%,-
1066,silver,-,5%,-
1066,silver,10%,5%,-
1066,silver,-,5%,-
1066,silver,5%,5%,-
1066,silver,-,5%,-
1066,silver,-,5%,-
1066,silver,5%,5%,-
1066,silver,-,5%,-
1066,silver,-,5%,-
1066,silver,-,5%,-
1066,silver,-,5%,-
1067,gold,5%,10%,-
1067,gold,10%,10%,-
1067,gold,-,10%,-
1067,gold,-,10%,-
1067,gold,-,10%,-
1067,gold,-,10%,-
1067,gold,5%,10%,-
1067,gold,-,10%,-
1067,gold,-,10%,-
1067,gold,15%,10%,-
1067,gold,5%,10%,-
1067,gold,-,10%,-
1067,gold,10%,10%,-
1067,gold,5%,10%,-
1067,gold,5%,10%,-
1067,gold,15%,10%,-
1067,gold,5%,10%,-
1067,gold,10%,10%,-
1067,gold,5%,10%,-
1067,gold,-,10%,-
1067,gold,-,10%,-
1067,gold,-,10%,-
1067,gold,10%,10%,-
1067,gold,-,10%,-
1067,gold,10%,10%,-
1067,gold,10%,10%,-
1067,gold,-,10%,-
1067,gold,5%,10%,-
1067,gold,10%,10%,-
1067,gold,5%,10%,-
1067,gold,5%,10%,-
1067,gold,-,10%,-
1067,gold,-,10%,-
1067,gold,-,10%,-
1067,gold,5%,10%,-
1067,gold,-,10%,-
1067,gold,5%,10%,-
1067,gold,-,10%,-
1067,gold,5%,10%,-
1067,gold,5%,10%,-
1067,gold,5%,10%,-
1067,gold,-,10%,-
1067,gold,-,10%,-
1067,gold,-,10%,-
1067,gold,-,10%,-
1067,gold,-,10%,-
1067,gold,5%,10%,-
1067,gold,15%,10%,-
1067,gold,15%,10%,-
1067,gold,10%,10%,-
1067,gold,10%,10%,-
1067,gold,10%,10%,-
1067,gold,15%,10%,-
1067,gold,5%,10%,-
1067,gold,10%,10%,-
1067,gold,15%,10%,-
1067,gold,-,10%,-
1067,gold,15%,10%,-
1067,gold,10%,10%,-
1067,gold,5%,10%,-
1067,gold,5%,10%,-
1067,gold,10%,10%,-
1067,gold,5%,10%,-
1067,gold,10%,10%,-
1067,gold,-,10%,-
1067,gold,15%,10%,-
1067,gold,10%,10%,-
1067,gold,5%,10%,-
1067,gold,10%,10%,-
1067,gold,10%,10%,-
1067,gold,10%,10%,-
1067,gold,5%,10%,-
1067,gold,-,10%,-
1067,gold,10%,10%,-
1067,gold,5%,10%,-
1067,gold,5%,10%,-
1067,gold,5%,10%,-
1067,gold,5%,10%,-
1067,gold,10%,10%,-
1067,gold,5%,10%,-
1067,gold,5%,10%,-
1067,gold,5%,10%,-
1067,gold,5%,10%,-
1067,gold,10%,10%,-
1067,gold,10%,10%,-
1067,gold,10%,10%,-
1067,gold,10%,10%,-
1067,gold,5%,10%,-
1067,gold,10%,10%,-
1067,gold,-,10%,-
1067,gold,5%,10%,-
1067,gold,5%,10%,-
1067,gold,10%,10%,-
1067,gold,15%,10%,-
1067,gold,5%,10%,-
1067,gold,10%,10%,-
1067,gold,10%,10%,-
1067,gold,-,10%,-
1067,gold,-,10%,-
1068,gold,5%,10%,-
1068,gold,5%,10%,-
1068,gold,5%,10%,-
1068,gold,15%,10%,-
1068,gold,5%,10%,-
1068,gold,-,10%,-
1068,gold,10%,10%,-
1068,gold,10%,10%,-
1068,gold,5%,10%,-
1068,gold,10%,10%,-
1068,gold,5%,10%,-
1068,gold,5%,10%,-
1068,gold,-,10%,-
1068,gold,5%,10%,-
1068,gold,10%,10%,-
1068,gold,5%,10%,-
1068,gold,10%,10%,-
1068,gold,10%,10%,-
1068,gold,15%,10%,-
1068,gold,5%,10%,-
1068,gold,10%,10%,-
1068,gold,10%,10%,-
1068,gold,10%,10%,-
1068,gold,15%,10%,-
1068,gold,5%,10%,-
1068,gold,10%,10%,-
1068,gold,5%,10%,-
1068,gold,5%,10%,-
1068,gold,5%,10%,-
1068,gold,10%,10%,-
1068,gold,5%,10%,-
1068,gold,5%,10%,-
1068,gold,5%,10%,-
1068,gold,15%,10%,-
1068,gold,10%,10%,-
1068,gold,5%,10%,-
1068,gold,5%,10%,-
1068,gold,5%,10%,-
1068,gold,10%,10%,-
1068,gold,10%,10%,-
1068,gold,5%,10%,-
1068,gold,-,10%,-
1068,gold,5%,10%,-
1068,gold,5%,10%,-
1068,gold,5%,10%,-
1068,gold,5%,10%,-
1068,gold,5%,10%,-
1068,gold,5%,10%,-
1068,gold,10%,10%,-
1068,gold,5%,10%,-
1068,gold,5%,10%,-
1068,gold,10%,10%,-
1068,gold,5%,10%,-
1068,gold,10%,10%,-
1068,gold,10%,10%,-
1068,gold,10%,10%,-
1068,gold,10%,10%,-
1068,gold,5%,10%,-
1068,gold,5%,10%,-
1068,gold,5%,10%,-
1068,gold,5%,10%,-
1068,gold,5%,10%,-
1068,gold,5%,10%,-
1068,gold,10%,10%,-
1068,gold,5%,10%,-
1068,gold,-,10%,-
1068,gold,-,10%,-
1068,gold,5%,10%,-
1068,gold,5%,10%,-
1068,gold,-,10%,-
1068,gold,5%,10%,-
1068,gold,5%,10%,-
1068,gold,5%,10%,-
1068,gold,10%,10%,-
1068,gold,10%,10%,-
1068,gold,10%,10%,-
1068,gold,5%,10%,-
1068,gold,5%,10%,-
1068,gold,5%,10%,-
1068,gold,5%,10%,-
1068,gold,5%,10%,-
1068,gold,5%,10%,-
1068,gold,-,10%,-
1068,gold,-,10%,-
1068,gold,5%,10%,-
1068,gold,5%,10%,-
1068,gold,-,10%,-
1068,gold,-,10%,-
1068,gold,10%,10%,-
1068,gold,-,10%,-
1068,gold,-,10%,-
1068,gold,-,10%,-
1068,gold,-,10%,-
1068,gold,10%,10%,-
1068,gold,-,10%,-
1068,gold,5%,10%,-
1068,gold,10%,10%,-
1068,gold,-,10%,-
1068,gold,5%,10%,-
1069,silver,-,5%,-
1069,silver,5%,5%,-
1069,silver,10%,5%,-
1069,silver,5%,5%,-
1069,silver,5%,5%,-
1069,silver,5%,5%,-
1069,silver,10%,5%,-
1069,silver,10%,5%,-
1069,silver,-,5%,-
1069,silver,10%,5%,-
1069,silver,5%,5%,-
1069,silver,15%,5%,-
1069,silver,10%,5%,-
1069,silver,5%,5%,-
1069,silver,10%,5%,-
1069,silver,-,5%,-
1069,silver,5%,5%,-
1069,silver,-,5%,-
1069,silver,-,5%,-
1069,silver,5%,5%,-
1069,silver,-,5%,-
1069,silver,5%,5%,-
1069,silver,5%,5%,-
1069,silver,-,5%,-
1069,silver,5%,5%,-
1069,silver,-,5%,-
1069,silver,-,5%,-
1069,silver,-,5%,-
1069,silver,5%,5%,-
1069,silver,-,5%,-
1069,silver,-,5%,-
1069,silver,-,5%,-
1069,silver,-,5%,-
1069,silver,-,5%,-
1069,silver,-,5%,-
1069,silver,5%,5%,-
1069,silver,-,5%,-
1069,silver,-,5%,-
1069,silver,-,5%,-
1069,silver,-,5%,-
1069,silver,10%,5%,-
1069,silver,10%,5%,-
1069,silver,10%,5%,-
1069,silver,10%,5%,-
1069,silver,10%,5%,-
1069,silver,10%,5%,-
1069,silver,10%,5%,-
1069,silver,5%,5%,-
1069,silver,5%,5%,-
1069,silver,-,5%,-
1069,silver,10%,5%,-
1069,silver,5%,5%,-
1069,silver,10%,5%,-
1069,silver,5%,5%,-
1069,silver,5%,5%,-
1069,silver,5%,5%,-
1069,silver,5%,5%,-
1069,silver,10%,5%,-
1069,silver,10%,5%,-
1069,silver,5%,5%,-
1069,silver,5%,5%,-
1069,silver,10%,5%,-
1069,silver,10%,5%,-
1069,silver,10%,5%,-
1069,silver,5%,5%,-
1069,silver,-,5%,-
1069,silver,5%,5%,-
1069,silver,5%,5%,-
1069,silver,5%,5%,-
1069,silver,10%,5%,-
1069,silver,-,5%,-
1069,silver,10%,5%,-
1069,silver,10%,5%,-
1069,silver,10%,5%,-
1069,silver,10%,5%,-
1069,silver,5%,5%,-
1069,silver,10%,5%,-
1069,silver,10%,5%,-
1069,silver,10%,5%,-
1069,silver,-,5%,-
1069,silver,5%,5%,-
1069,silver,5%,5%,-
1069,silver,5%,5%,-
1069,silver,10%,5%,-
1069,silver,-,5%,-
1069,silver,5%,5%,-
1069,silver,5%,5%,-
1069,silver,5%,5%,-
1069,silver,-,5%,-
1069,silver,5%,5%,-
1069,silver,5%,5%,-
1069,silver,5%,5%,-
1069,silver,5%,5%,-
1069,silver,10%,5%,-
1069,silver,10%,5%,-
1069,silver,5%,5%,-
1069,silver,10%,5%,-
1069,silver,5%,5%,-
1069,silver,-,5%,-
1070,silver,10%,5%,-
1070,silver,15%,5%,-
1070,silver,15%,5%,-
1070,silver,5%,5%,-
1070,silver,10%,5%,-
1070,silver,10%,5%,-
1070,silver,5%,5%,-
1070,silver,5%,5%,-
1070,silver,10%,5%,-
1070,silver,5%,5%,-
1070,silver,5%,5%,-
1070,silver,5%,5%,-
1070,silver,5%,5%,-
1070,silver,5%,5%,-
1070,silver,5%,5%,-
1070,silver,5%,5%,-
1070,silver,-,5%,-
1070,silver,5%,5%,-
1070,silver,5%,5%,-
1070,silver,5%,5%,-
1070,silver,10%,5%,-
1070,silver,10%,5%,-
1070,silver,10%,5%,-
1070,silver,15%,5%,-
1070,silver,-,5%,-
1070,silver,5%,5%,-
1070,silver,5%,5%,-
1070,silver,5%,5%,-
1070,silver,5%,5%,-
1070,silver,5%,5%,-
1070,silver,10%,5%,-
1070,silver,15%,5%,-
1070,silver,5%,5%,-
1070,silver,10%,5%,-
1070,silver,5%,5%,-
1070,silver,-,5%,-
1070,silver,10%,5%,-
1070,silver,10%,5%,-
1070,silver,10%,5%,-
1070,silver,10%,5%,-
1070,silver,5%,5%,-
1070,silver,10%,5%,-
1070,silver,5%,5%,-
1070,silver,10%,5%,-
1070,silver,10%,5%,-
1070,silver,5%,5%,-
1070,silver,5%,5%,-
1070,silver,10%,5%,-
1070,silver,10%,5%,-
1070,silver,10%,5%,-
1070,silver,5%,5%,-
1070,silver,10%,5%,-
1070,silver,5%,5%,-
1070,silver,5%,5%,-
1070,silver,-,5%,-
1070,silver,-,5%,-
1070,silver,10%,5%,-
1070,silver,-,5%,-
1070,silver,-,5%,-
1070,silver,10%,5%,-
1070,silver,5%,5%,-
1070,silver,10%,5%,-
1070,silver,10%,5%,-
1070,silver,10%,5%,-
1070,silver,-,5%,-
1070,silver,-,5%,-
1070,silver,5%,5%,-
1070,silver,5%,5%,-
1070,silver,10%,5%,-
1070,silver,10%,5%,-
1070,silver,10%,5%,-
1070,silver,10%,5%,-
1070,silver,10%,5%,-
1070,silver,5%,5%,-
1070,silver,-,5%,-
1070,silver,5%,5%,-
1070,silver,5%,5%,-
1070,silver,10%,5%,-
1070,silver,5%,5%,-
1070,silver,-,5%,-
1070,silver,5%,5%,-
1070,silver,-,5%,-
1070,silver,5%,5%,-
1070,silver,5%,5%,-
1070,silver,-,5%,-
1070,silver,-,5%,-
1070,silver,-,5%,-
1070,silver,10%,5%,-
1070,silver,5%,5%,-
1070,silver,5%,5%,-
1070,silver,-,5%,-
1070,silver,10%,5%,-
1070,silver,5%,5%,-
1070,silver,5%,5%,-
1070,silver,-,5%,-
1070,silver,-,5%,-
1070,silver,-,5%,-
1070,silver,-,5%,-
1070,silver,-,5%,-
1071,silver,5%,5%,-
1071,silver,5%,5%,-
1071,silver,10%,5%,-
1071,silver,10%,5%,-
1071,silver,-,5%,-
1071,silver,5%,5%,-
1071,silver,5%,5%,-
1071,silver,-,5%,-
1071,silver,10%,5%,-
1071,silver,-,5%,-
1071,silver,5%,5%,-
1071,silver,-,5%,-
1071,silver,10%,5%,-
1071,silver,-,5%,-
1071,silver,10%,5%,-
1071,silver,-,5%,-
1071,silver,-,5%,-
1071,silver,-,5%,-
1071,silver,5%,5%,-
1071,silver,5%,5%,-
1071,silver,5%,5%,-
1071,silver,10%,5%,-
1071,silver,10%,5%,-
1071,silver,5%,5%,-
1071,silver,5%,5%,-
1071,silver,-,5%,-
1071,silver,-,5%,-
1071,silver,-,5%,-
1071,silver,5%,5%,-
1071,silver,10%,5%,-
1071,silver,-,5%,-
1071,silver,5%,5%,-
1071,silver,10%,5%,-
1071,silver,5%,5%,-
1071,silver,10%,5%,-
1071,silver,10%,5%,-
1071,silver,5%,5%,-
1071,silver,-,5%,-
1071,silver,-,5%,-
1071,silver,10%,5%,-
1071,silver,10%,5%,-
1071,silver,15%,5%,-
1071,silver,-,5%,-
1071,silver,5%,5%,-
1071,silver,5%,5%,-
1071,silver,-,5%,-
1071,silver,-,5%,-
1071,silver,-,5%,-
1071,silver,-,5%,-
1071,silver,-,5%,-
1071,silver,-,5%,-
1071,silver,-,5%,-
1071,silver,-,5%,-
1071,silver,-,5%,-
1071,silver,5%,5%,-
1071,silver,5%,5%,-
1071,silver,10%,5%,-
1071,silver,5%,5%,-
1071,silver,5%,5%,-
1071,silver,-,5%,-
1071,silver,10%,5%,-
1071,silver,5%,5%,-
1071,silver,5%,5%,-
1071,silver,10%,5%,-
1071,silver,5%,5%,-
1071,silver,5%,5%,-
1071,silver,10%,5%,-
1071,silver,5%,5%,-
1071,silver,10%,5%,-
1071,silver,5%,5%,-
1071,silver,10%,5%,-
1071,silver,15%,5%,-
1071,silver,10%,5%,-
1071,silver,5%,5%,-
1071,silver,5%,5%,-
1071,silver,5%,5%,-
1071,silver,5%,5%,-
1071,silver,10%,5%,-
1071,silver,15%,5%,-
1071,silver,5%,5%,-
1071,silver,15%,5%,-
1071,silver,5%,5%,-
1071,silver,10%,5%,-
1071,silver,5%,5%,-
1071,silver,5%,5%,-
1071,silver,10%,5%,-
1071,silver,10%,5%,-
1071,silver,5%,5%,-
1071,silver,10%,5%,-
1071,silver,10%,5%,-
1071,silver,10%,5%,-
1071,silver,10%,5%,-
1071,silver,5%,5%,-
1071,silver,10%,5%,-
1071,silver,5%,5%,-
1071,silver,5%,5%,-
1072,gold,5%,10%,-
1072,gold,5%,10%,-
1072,gold,5%,10%,-
1072,gold,5%,10%,-
1072,gold,-,10%,-
1072,gold,5%,10%,-
1072,gold,5%,10%,-
1072,gold,-,10%,-
1072,gold,10%,10%,-
1072,gold,10%,10%,-
1072,gold,-,10%,-
1072,gold,-,10%,-
1072,gold,5%,10%,-
1072,gold,5%,10%,-
1072,gold,5%,10%,-
1072,gold,5%,10%,-
1072,gold,5%,10%,-
1072,gold,5%,10%,-
1072,gold,5%,10%,-
1072,gold,-,10%,-
1072,gold,5%,10%,-
1072,gold,5%,10%,-
1072,gold,-,10%,-
1072,gold,5%,10%,-
1072,gold,15%,10%,-
1072,gold,5%,10%,-
1072,gold,-,10%,-
1072,gold,5%,10%,-
1072,gold,10%,10%,-
1072,gold,-,10%,-
1072,gold,5%,10%,-
1072,gold,5%,10%,-
1072,gold,-,10%,-
1072,gold,10%,10%,-
1072,gold,-,10%,-
1072,gold,10%,10%,-
1072,gold,5%,10%,-
1072,gold,5%,10%,-
1072,gold,5%,10%,-
1072,gold,5%,10%,-
1072,gold,5%,10%,-
1072,gold,5%,10%,-
1072,gold,5%,10%,-
1072,gold,5%,10%,-
1072,gold,10%,10%,-
1072,gold,-,10%,-
1072,gold,-,10%,-
1072,gold,5%,10%,-
1072,gold,5%,10%,-
1072,gold,-,10%,-
1072,gold,-,10%,-
1072,gold,5%,10%,-
1072,gold,5%,10%,-
1072,gold,5%,10%,-
1072,gold,5%,10%,-
1072,gold,5%,10%,-
1072,gold,5%,10%,-
1072,gold,5%,10%,-
1072,gold,-,10%,-
1072,gold,-,10%,-
1072,gold,5%,10%,-
1072,gold,5%,10%,-
1072,gold,-,10%,-
1072,gold,5%,10%,-
1072,gold,5%,10%,-
1072,gold,5%,10%,-
1072,gold,5%,10%,-
1072,gold,5%,10%,-
1072,gold,5%,10%,-
1072,gold,-,10%,-
1072,gold,10%,10%,-
1072,gold,-,10%,-
1072,gold,5%,10%,-
1072,gold,-,10%,-
1072,gold,5%,10%,-
1072,gold,10%,10%,-
